[ 2026-05-28 21:55:49,876 ] 15 root - INFO - Initiate the data ingestion
[ 2026-05-28 21:59:07,055 ] 70 root - INFO - Performed train test split on the dataframe
[ 2026-05-28 21:59:07,056 ] 72 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-28 21:59:07,057 ] 80 root - INFO - Expoting train and test file path.
[ 2026-05-28 21:59:07,187 ] 88 root - INFO - Exported train and test file path
[ 2026-05-28 21:59:07,189 ] 17 root - INFO - Data ingestion completed and artifact is created
[ 2026-05-28 21:59:07,202 ] 23 root - INFO - Initiate the data validation
[ 2026-05-28 21:59:07,293 ] 36 root - INFO - Required number of columns: 31
[ 2026-05-28 21:59:07,293 ] 37 root - INFO - Dataframe has columns: 31
[ 2026-05-28 21:59:07,293 ] 36 root - INFO - Required number of columns: 31
[ 2026-05-28 21:59:07,293 ] 37 root - INFO - Dataframe has columns: 31
[ 2026-05-28 21:59:07,623 ] 25 root - INFO - Data validation completed and artifact is created
[ 2026-05-28 21:59:07,624 ] 20 root - INFO - >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>Data Transformation log started.<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
[ 2026-05-28 21:59:07,624 ] 31 root - INFO - Initiate the data transformation
[ 2026-05-28 21:59:07,624 ] 49 root - INFO - Obtaining training and testing file path.
[ 2026-05-28 21:59:07,624 ] 53 root - INFO - Loading training and testing data as pandas dataframe.
[ 2026-05-28 21:59:07,735 ] 57 root - INFO - Splitting input and target feature from training and testing dataframe.
[ 2026-05-28 21:59:07,739 ] 37 root - INFO - Entering get_data_transformer_object method of DataTransformation class.
[ 2026-05-28 21:59:07,758 ] 73 root - INFO - Concatenating transformed input features and target feature for training and testing data.
[ 2026-05-28 21:59:07,761 ] 77 root - INFO - Saving transformed training and testing array.
[ 2026-05-28 21:59:07,772 ] 80 root - INFO - Saving preprocessor object.
[ 2026-05-28 21:59:07,772 ] 41 root - INFO - Entered the save_object method of Main Utils class
[ 2026-05-28 21:59:07,781 ] 46 root - INFO - Exited the save_object method of Main Utils class
[ 2026-05-28 21:59:07,781 ] 82 root - INFO - Data transformation completed successfully.
[ 2026-05-28 21:59:07,783 ] 33 root - INFO - Data transformation completed and artifact is created
[ 2026-05-28 21:59:07,784 ] 36 root - INFO - Initiate the model trainer
[ 2026-05-28 21:59:07,785 ] 41 root - INFO - Model trainer initiated
[ 2026-05-28 21:59:07,786 ] 109 root - INFO - Loading transformed training data
[ 2026-05-28 21:59:07,821 ] 116 root - INFO - Splitting training data into X and y
[ 2026-05-28 21:59:07,821 ] 123 root - INFO - Training model
[ 2026-05-28 22:04:12,955 ] 52 root - INFO - Entered the load_object method of Main Utils class
[ 2026-05-28 22:04:12,973 ] 41 root - INFO - Entered the save_object method of Main Utils class
[ 2026-05-28 22:04:12,986 ] 46 root - INFO - Exited the save_object method of Main Utils class
[ 2026-05-28 22:04:12,986 ] 99 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_28_2026_21_55_47\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913775613714749, precision_score=0.9888697763836891, recall_score=0.9938980982406184), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9847082494969819, precision_score=0.9831257533145842, recall_score=0.9862958484482064))
[ 2026-05-28 22:04:12,988 ] 43 root - INFO - Model trainer artifact created
